Date,ADM,BF.B,BG,CAG,CHD,CL,CLX,COST,CPB,DG,DLTR,EL,GIS,HRL,HSY,K,KDP,KHC,KMB,KO,KR,KVUE,LW,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TGT,TSN,WMT
2023-01-26,76.00370788574219,,90.24530792236328,30.187767028808594,77.9520034790039,69.51597595214844,126.11727905273438,476.1537780761719,43.620361328125,220.91050720214844,150.4499969482422,256.803955078125,65.98936462402344,39.00477981567383,200.042236328125,,31.631393432617188,32.992191314697266,113.32371520996094,54.830322265625,41.15778350830078,,91.83646392822266,58.52109909057617,67.30287170410156,51.95500183105469,33.79701232910156,151.21817016601562,128.80859375,89.33128356933594,132.0680389404297,213.33636474609375,71.14842987060547,46.93106460571289,147.58494567871094,58.02271270751953,45.520225524902344
2023-01-27,74.86678314208984,,88.3001708984375,30.146427154541016,76.28345489501953,65.88967895507812,124.89057159423828,480.92205810546875,44.01637268066406,219.9510040283203,150.3699951171875,254.51998901367188,66.92595672607422,39.11806869506836,198.90567016601562,,31.423107147216797,33.01713943481445,112.14932250976562,54.54179382324219,41.70396423339844,,91.42725372314453,58.70252227783203,68.20072174072266,51.39500045776367,33.682552337646484,150.68515014648438,128.27926635742188,88.85173797607422,132.01524353027344,213.6071014404297,70.73974609375,45.62371063232422,148.8926239013672,58.22649383544922,45.8691291809082
2023-01-30,73.63139343261719,,87.82066345214844,30.568117141723633,77.28074645996094,67.07697296142578,126.35726928710938,480.9124755859375,44.679229736328125,216.9513702392578,148.85000610351562,254.91476440429688,67.20091247558594,39.02220153808594,202.93362426757812,,31.44123077392578,33.58281707763672,112.21022033691406,54.67704391479492,40.92634582519531,,91.65045166015625,58.81135177612305,68.42061614990234,51.185001373291016,33.95726013183594,150.56077575683594,128.68081665039062,88.91167449951172,133.40562438964844,211.33839416503906,70.93048095703125,45.56146240234375,149.04283142089844,56.79120635986328,45.50101852416992
2023-01-31,74.16851043701172,,89.6572494506836,30.75001335144043,77.5396499633789,68.59561157226562,128.61508178710938,488.42315673828125,44.70506286621094,217.61273193359375,150.17999267578125,260.4320373535156,67.32978820800781,39.48405838012695,204.2156524658203,,31.948335647583008,33.71591567993164,113.09752655029297,55.2901725769043,41.315155029296875,,92.89663696289062,59.355567932128906,68.82372283935547,52.040000915527344,34.369327545166016,151.92889404296875,129.93101501464844,89.26277160644531,134.46156311035156,216.15594482421875,70.3492202758789,46.762081146240234,152.1000213623047,58.253074645996094,46.05158233642578
2023-02-01,74.634033203125,,90.58007049560547,30.51850128173828,78.0574722290039,69.01896667480469,128.36618041992188,494.8922424316406,44.481231689453125,219.48521423339844,153.5399932861328,263.9285583496094,67.01187133789062,39.51020812988281,204.85214233398438,,32.0026741027832,33.724246978759766,113.09752655029297,55.299190521240234,41.824302673339844,,92.62694549560547,60.525630950927734,69.28182983398438,52.02000045776367,36.277042388916016,152.40858459472656,130.6702117919922,90.2475357055664,133.8280029296875,218.08856201171875,70.7669906616211,47.41131591796875,156.46495056152344,57.703773498535156,46.307647705078125
2023-02-02,73.68510437011719,,89.30441284179688,29.981061935424805,76.53276824951172,67.85930633544922,125.33500671386719,501.03759765625,43.3707160949707,215.4794921875,157.02000427246094,252.28292846679688,65.21605682373047,39.51020812988281,213.1444091796875,,31.884944915771484,33.26670455932617,113.24540710449219,54.352447509765625,41.62990188598633,,90.53788757324219,60.46214294433594,68.6863021850586,51.290000915527344,35.84208297729492,150.9960479736328,129.7393798828125,88.63765716552734,131.86563110351562,217.0242156982422,70.04951477050781,48.18504333496094,159.94630432128906,57.703773498535156,45.971553802490234
2023-02-03,73.65824127197266,,88.73442840576172,30.138154983520508,79.49588775634766,68.37471008300781,137.5751953125,492.77685546875,43.801151275634766,212.47984313964844,149.91000366210938,253.3450927734375,64.85517883300781,39.423065185546875,214.83560180664062,,31.83061408996582,32.75926971435547,114.1849136352539,53.94670104980469,41.12075424194336,,91.5078125,59.78186798095703,68.29235076904297,50.900001525878906,35.79629898071289,150.240966796875,130.1409149169922,87.84983825683594,131.9712371826172,215.5023651123047,69.67716217041016,47.687007904052734,156.1822052001953,56.72919464111328,45.36017990112305
2023-02-06,73.90890502929688,,90.09150695800781,30.51850128173828,79.869873046875,67.96974182128906,135.61962890625,493.53302001953125,44.834197998046875,212.71278381347656,150.97000122070312,245.4779510498047,66.31591033935547,39.77162551879883,218.69985961914062,,31.894006729125977,33.21678924560547,113.42809295654297,54.253257751464844,41.231849670410156,,92.45906829833984,60.0176887512207,69.00696563720703,51.40999984741211,35.834449768066406,152.6395263671875,129.03671264648438,87.18191528320312,133.43203735351562,216.59474182128906,69.84972381591797,47.65143585205078,153.6021270751953,54.115562438964844,45.03049087524414
2023-02-07,73.9984130859375,,89.53058624267578,29.981061935424805,79.53424835205078,67.60157775878906,134.83738708496094,494.4328308105469,44.16271209716797,212.75936889648438,150.3699951171875,245.32760620117188,65.568359375,39.37077713012695,215.59027099609375,,31.875892639160156,32.89236068725586,113.32371520996094,54.163089752197266,41.16703796386719,,92.38445281982422,59.02903747558594,68.3290023803711,51.255001068115234,35.52921676635742,152.40858459472656,127.77735900878906,87.51587677001953,131.9976348876953,215.75157165527344,70.16759490966797,46.513065338134766,154.41502380371094,54.40793228149414,45.12651443481445
2023-02-08,73.44935607910156,,88.83395385742188,30.005870819091797,79.82192993164062,67.51876068115234,134.1618194580078,482.2569580078125,43.818363189697266,212.0606689453125,150.52999877929688,243.616943359375,65.0785903930664,38.882774353027344,213.52630615234375,,31.577058792114258,32.501380920410156,113.08883666992188,53.847511291503906,40.98189926147461,,92.31919860839844,58.7660026550293,67.60521697998047,51.04499816894531,35.48342514038086,152.05323791503906,126.45413208007812,86.73662567138672,131.02088928222656,215.6016845703125,69.22306060791016,45.72153854370117,151.7908172607422,53.14098358154297,44.883243560791016
