sector,symbol_a,security_a,symbol_b,security_b,n_days,pearson_r,p_value,mean_log_rel_pe,ci99_low,ci99_high,exp_mean_log_rel_pe
Health Care,MTD,Mettler Toledo,RVTY,Revvity,705,0.6572122818883499,2.1507484429640896e-88,-0.2957708517200763,-0.33799509248432874,-0.2535466109558238,0.7439578851591735
Health Care,PODD,Insulet Corporation,TMO,Thermo Fisher Scientific,1255,-0.5210815200234266,2.7382508388092886e-88,1.623161549047877,1.5366042829967392,1.7097188150990148,5.069091189888033
Health Care,COR,Cencora,TECH,Bio-Techne,705,0.65593712895752,6.063659023450978e-88,-0.9339234811360995,-0.9595616301116088,-0.9082853321605902,0.39300871918559455
Health Care,GILD,Gilead Sciences,STE,Steris,1255,0.5178588207682234,4.873472173287929e-87,-0.38461646983705,-0.46565407495720673,-0.30357886471689327,0.6807116595999437
Health Care,BSX,Boston Scientific,ZBH,Zimmer Biomet,1255,0.5173900703552722,7.389079050947343e-87,0.6626452583655633,0.6363922283610353,0.6888982883700914,1.9399171352330185
Health Care,ALGN,Align Technology,MRNA,Moderna,550,0.7125640455646136,2.1789832813305557e-86,1.3196615132339165,1.250989322953077,1.3883337035147558,3.742154493088645
Health Care,BMY,Bristol Myers Squibb,CI,Cigna,1005,0.5665224393418393,2.2209053059535596e-86,-0.19929254581318254,-0.22304361680730098,-0.1755414748190641,0.8193101725093082
Health Care,BIIB,Biogen,CAH,Cardinal Health,1255,0.5145343473434587,9.197848141062447e-86,-0.2622028562450907,-0.301314194120748,-0.2230915183694334,0.7693549394226218
Health Care,VRTX,Vertex Pharmaceuticals,ZBH,Zimmer Biomet,1006,0.5633958596874374,2.4885433621999565e-85,0.1365643484246572,0.11870877258118834,0.15441992426812606,1.1463286398446189
Health Care,IDXX,Idexx Laboratories,WST,West Pharmaceutical Services,1255,0.512989828333651,3.561572178672465e-85,0.21821182115214524,0.20344135543176278,0.2329822868725277,1.243850513565245
Health Care,ALGN,Align Technology,MTD,Mettler Toledo,1255,0.5128944265503849,3.871323632129504e-85,0.07362143634016434,0.05379292839573471,0.09344994428459397,1.0763992427200908
Health Care,DXCM,Dexcom,EW,Edwards Lifesciences,1255,0.5128697049929822,3.9558766130880014e-85,1.0061734407768934,0.9593503937865622,1.0529964877672247,2.735114885822432
Health Care,DHR,Danaher Corporation,PFE,Pfizer,1129,0.5361034434860646,5.271481232581206e-85,0.9282925673191669,0.8938539468317102,0.9627311878066236,2.530185366177042
Health Care,TECH,Bio-Techne,ZTS,Zoetis,1255,-0.5118335623824264,9.768433044578834e-85,0.7035097973075563,0.6623567666962877,0.7446628279188248,2.020832989209826
Health Care,REGN,Regeneron Pharmaceuticals,VTRS,Viatris,734,0.6349013572750477,4.425955106430014e-84,1.245566224063539,1.1471457602495354,1.3439866878775426,3.47490181542468
Health Care,CI,Cigna,GEHC,GE HealthCare,705,0.6446400275976445,4.753514811342449e-84,-0.06682154682727776,-0.09057943011277683,-0.04306366354177867,0.9353621047793512
Health Care,DGX,Quest Diagnostics,HCA,HCA Healthcare,1255,0.5080481618503465,2.5859206475856322e-83,0.034667187698841695,0.013083515568629907,0.05625085982905348,1.0352750991695556
Health Care,VRTX,Vertex Pharmaceuticals,VTRS,Viatris,674,0.6531012827734918,3.380461305737166e-83,1.608623755942204,1.4945992799719345,1.7226482319124736,4.995930874217873
Health Care,BIIB,Biogen,ZBH,Zimmer Biomet,1255,0.5075369199223755,4.012381340834016e-83,-0.2581825380172864,-0.27963675202141214,-0.23672832401316068,0.7724542169757971
Health Care,ABT,Abbott Laboratories,COO,Cooper Companies (The),1255,0.5069914362898318,6.406344418411024e-83,0.13721395263318992,0.0737937587741496,0.20063414649223021,1.1470735416729099
Health Care,BDX,Becton Dickinson,IDXX,Idexx Laboratories,1255,-0.5069426748574353,6.679706117658887e-83,-0.8122914779788122,-0.8516779907091426,-0.7729049652484817,0.4438398508151298
Health Care,MDT,Medtronic,WAT,Waters Corporation,1255,0.5065356708437788,9.46484264397891e-83,-0.4051572746983024,-0.42118757271216245,-0.3891269766844424,0.6668719205302854
Health Care,INCY,Incyte,VRTX,Vertex Pharmaceuticals,1006,-0.5552066251806492,2.0353708297553827e-82,-0.06634808692195047,-0.10169949470938063,-0.030996679134520325,0.9358050660868614
Health Care,ABBV,AbbVie,CNC,Centene Corporation,1050,-0.5447468009552543,3.469678353552069e-82,0.5336873192709823,0.45053765628881476,0.61683698225315,1.7052083782855745
Health Care,HCA,HCA Healthcare,TMO,Thermo Fisher Scientific,1255,0.5043589224535486,6.055248880981757e-82,-0.6097441180751848,-0.6221214162719843,-0.5973668198783854,0.543489920530347
Health Care,SYK,Stryker Corporation,ZTS,Zoetis,1255,-0.5033080513946244,1.4762920505641642e-81,0.1317363915274481,0.09823271641527778,0.1652400666396184,1.1408075530901747
Health Care,ABT,Abbott Laboratories,CI,Cigna,1255,0.503192676437859,1.627732714595895e-81,0.41434284034462043,0.38986818577974297,0.4388174949094979,1.5133758842635352
Health Care,TMO,Thermo Fisher Scientific,UHS,Universal Health Services,1255,0.5029433275578098,2.0099535086470813e-81,0.8583562944347235,0.8415640994131425,0.8751484894563045,2.3592795439294822
Health Care,REGN,Regeneron Pharmaceuticals,ZBH,Zimmer Biomet,1255,0.5028709437664888,2.1367973012636075e-81,-0.24541543103002134,-0.2658375252045778,-0.22499333685546483,0.7823794460207175
Health Care,DGX,Quest Diagnostics,ZBH,Zimmer Biomet,1255,0.5011045302825237,9.470310982645051e-81,-0.31346828418743305,-0.33277345501425126,-0.29416311336061485,0.7309075599631762
Health Care,BDX,Becton Dickinson,GEHC,GE HealthCare,705,0.634573811545066,1.0249311933480936e-80,0.5136074648118157,0.4963130626943072,0.5309018669293243,1.6713095232601134
Health Care,STE,Steris,SYK,Stryker Corporation,1255,0.5003565900391589,1.7742254228232674e-80,-0.0479861173634136,-0.06593299863301791,-0.030039236093809287,0.953147019179337
Health Care,DHR,Danaher Corporation,REGN,Regeneron Pharmaceuticals,1255,0.5003153661475359,1.8366074617475453e-80,0.6515894325708929,0.6269900567394551,0.6761888084023306,1.9185878728923207
Health Care,SYK,Stryker Corporation,TMO,Thermo Fisher Scientific,1255,0.5002183570625224,1.9921607089829576e-80,0.2399946663454402,0.22437895895004664,0.2556103737408338,1.2712423699356596
Health Care,RMD,ResMed,ZBH,Zimmer Biomet,1255,-0.49973686473687634,2.981282008394768e-80,0.3991521247285118,0.36695175485123477,0.43135249460578884,1.4905603524500002
Health Care,ABT,Abbott Laboratories,AMGN,Amgen,1255,0.49900519584074277,5.494331451087653e-80,0.12933151067324783,0.09704920056325647,0.1616138207832392,1.1380673431073391
Health Care,HCA,HCA Healthcare,MCK,McKesson Corporation,1255,0.49825085740622876,1.0303354209337638e-79,-0.22480880395352623,-0.24681474680478763,-0.20280286110226484,0.7986689064996301
Health Care,EW,Edwards Lifesciences,LH,Labcorp,1255,-0.49806902770678224,1.198663093459046e-79,0.5198305112612224,0.442690352097756,0.5969706704246888,1.6817425891119118
Health Care,BMY,Bristol Myers Squibb,JNJ,Johnson & Johnson,1005,0.5467254559690574,2.081361916360958e-79,-0.43805352275686427,-0.46466638333960575,-0.4114406621741228,0.6452912441666316
Health Care,EW,Edwards Lifesciences,MTD,Mettler Toledo,1255,0.4971213633383902,2.6337163547542863e-79,-0.14710082118702206,-0.18410524080707652,-0.1100964015669676,0.8632069434802734
Health Care,ABBV,AbbVie,TMO,Thermo Fisher Scientific,1255,0.497107068965989,2.665124464896682e-79,0.03518591210130973,-0.03269880134429869,0.10307062554691815,1.0358122609341753
Health Care,BMY,Bristol Myers Squibb,VTRS,Viatris,674,0.6408366718115067,3.31507428634164e-79,0.6513696448692801,0.5379290387619567,0.7648102509766034,1.9181662372102615
Health Care,LLY,Lilly (Eli),MCK,McKesson Corporation,1255,0.49667591072254624,3.8097437121544994e-79,1.0701370031624695,1.042734801493057,1.097539204831882,2.9157789435501837
Health Care,UHS,Universal Health Services,ZTS,Zoetis,1255,0.4961553894872973,5.860585922950888e-79,-0.9666145692527154,-0.9826803147711367,-0.9505488237342941,0.3803685722920454
Health Care,JNJ,Johnson & Johnson,TECH,Bio-Techne,1255,0.49440070098246125,2.489427557018916e-78,-1.3685272755068925,-1.3934964657323452,-1.3435580852814397,0.25448146479983863
Health Care,TMO,Thermo Fisher Scientific,ZBH,Zimmer Biomet,1255,0.4941843403892427,2.9737270931831467e-78,0.2616086461889101,0.24622536238123013,0.2769919299965901,1.2990180672677254
Health Care,GEHC,GE HealthCare,RMD,ResMed,705,0.6268596699816802,3.0396534970406706e-78,-0.3344438580934271,-0.3513393046097185,-0.31754841157713565,0.7157360264850836
Health Care,CI,Cigna,PFE,Pfizer,1129,0.5157093390269405,9.926134483978335e-78,0.14208241977611283,0.10246869769797007,0.1816961418542556,1.1526716475611756
Health Care,EW,Edwards Lifesciences,GILD,Gilead Sciences,1255,-0.4912891672691258,3.1698564721718067e-77,0.2939562799435935,0.16843232488881849,0.41948023499836856,1.341725242081371
Health Care,COR,Cencora,CVS,CVS Health,705,0.6224116937654058,7.531685888068227e-77,0.37639840174460254,0.29628395994846746,0.4565128435407376,1.4570275004519744
Health Care,CRL,Charles River Laboratories,SYK,Stryker Corporation,924,0.5580322739103764,9.430925882477179e-77,-0.02674204589343105,-0.09617424115939904,0.042690149372536935,0.9736123564404325
Health Care,TECH,Bio-Techne,WAT,Waters Corporation,1255,0.48942968907759776,1.4319789521100248e-76,0.7055436488395397,0.6835404131718493,0.72754688450723,2.02494724595627
Health Care,ABT,Abbott Laboratories,MRNA,Moderna,550,0.6817729904166793,2.0324319370092877e-76,0.6367303064951075,0.5523416955844096,0.7211189174058055,1.8902900945914376
Health Care,JNJ,Johnson & Johnson,VTRS,Viatris,734,-0.6106436069283402,3.2484353101856575e-76,1.2205636015994383,1.0953098203871428,1.345817382811734,3.389097296111291
Health Care,COR,Cencora,CRL,Charles River Laboratories,374,0.7748348945727184,4.314997555608817e-76,-0.47706040252081483,-0.6360788231990838,-0.31804198184254584,0.6206050420523165
Health Care,CI,Cigna,DGX,Quest Diagnostics,1255,0.4874291207539801,7.178417286894992e-76,-0.03860533881149098,-0.061919424081993746,-0.01529125354098822,0.962130349734063
Health Care,GEHC,GE HealthCare,WST,West Pharmaceutical Services,705,0.6187565417919221,1.0133385566589813e-75,-0.7680761223940328,-0.7844724426967683,-0.7516798020912973,0.4639047062106973
Health Care,GILD,Gilead Sciences,LH,Labcorp,1255,0.4858392071883068,2.565134650402683e-75,0.2258742313176288,0.15576104345988567,0.2959874191753719,1.2534180146324772
Health Care,CI,Cigna,DXCM,Dexcom,1255,-0.48520050658661157,4.270457785602169e-75,-1.7212040690532977,-1.7800291182079293,-1.662379019898666,0.17885066965568255
Health Care,BIIB,Biogen,UHS,Universal Health Services,1255,0.4847214530306333,6.254605274387228e-75,0.338565110228527,0.3146520470260434,0.3624781734310106,1.4029330912742901
Health Care,LLY,Lilly (Eli),MDT,Medtronic,1255,0.48438935139949785,8.145802577795151e-75,0.9841345404531046,0.9532175975333639,1.0150514833728452,2.6754953491392692
Health Care,HSIC,Henry Schein,RMD,ResMed,1255,-0.4836488850490188,1.4665422115078847e-74,-0.41748701118273923,-0.44366488233018314,-0.3913091400352953,0.6587000475270185
Health Care,BMY,Bristol Myers Squibb,MTD,Mettler Toledo,1005,-0.5320324876514976,1.582051036090055e-74,-1.201777880202453,-1.2410993571196562,-1.1624564032852498,0.30065920041984473
Health Care,GILD,Gilead Sciences,MCK,McKesson Corporation,1255,0.4825894218831377,3.392948119081926e-74,0.19232739326663528,0.11246422509280947,0.2721905614404611,1.2120672746778933
Health Care,STE,Steris,VRTX,Vertex Pharmaceuticals,1006,0.5299312712648729,6.3966798272862266e-74,0.2559191831629107,0.23735114117906278,0.27448722514675855,1.2916483367882685
Health Care,LH,Labcorp,ZBH,Zimmer Biomet,1255,0.48067797364503667,1.5295894489499512e-73,-0.15687350598374206,-0.1946587686360684,-0.11908824333141571,0.8548121806050323
Health Care,DXCM,Dexcom,REGN,Regeneron Pharmaceuticals,1255,-0.48036750923736904,1.951680587972984e-73,1.6145458770843952,1.554961693446278,1.6741300607225125,5.025605162711826
Health Care,ABBV,AbbVie,JNJ,Johnson & Johnson,1255,0.4785414635247313,8.141170652589459e-73,0.5919451154826538,0.5183357124422496,0.665554518523058,1.8075007960807823
Health Care,CNC,Centene Corporation,RMD,ResMed,1050,0.5166668565156465,1.0209062941042208e-72,-0.9758728181172024,-0.9934191119128878,-0.958326524321517,0.3768632768762351
Health Care,DGX,Quest Diagnostics,REGN,Regeneron Pharmaceuticals,1255,0.4780642054565602,1.1808246582739278e-72,-0.06805285315741172,-0.08951528300630467,-0.04659042330851877,0.9342110962662249
Health Care,JNJ,Johnson & Johnson,LLY,Lilly (Eli),1255,-0.4779857477103715,1.255191933978705e-72,-1.2419608924221552,-1.2899157822583804,-1.19400600258593,0.28881732261102644
Health Care,CVS,CVS Health,ZTS,Zoetis,1255,-0.4767727631793357,3.2204363335438176e-72,-0.7515701367163298,-0.8260162454804489,-0.6771240279522106,0.47162545463791516
Health Care,BDX,Becton Dickinson,MRK,Merck & Co.,1255,0.4765539667173747,3.8154991393750747e-72,0.050405991958235,-0.011199790980133358,0.11201177489660336,1.0516979906390327
Health Care,COR,Cencora,SYK,Stryker Corporation,705,0.606373947010369,5.267211079683015e-72,-0.36996819949974424,-0.3869356877902582,-0.35300071120923027,0.6907562966838765
Health Care,BSX,Boston Scientific,GILD,Gilead Sciences,1255,0.47606546273625944,5.568858546562437e-72,0.5936445330316765,0.5169602733921165,0.6703287926712366,1.810575106181894
Health Care,TECH,Bio-Techne,VRTX,Vertex Pharmaceuticals,1006,0.5234472065318077,7.448122318633063e-72,0.9178935569946247,0.8878318052582005,0.9479553087310489,2.5040102758280436
Health Care,IDXX,Idexx Laboratories,VRTX,Vertex Pharmaceuticals,1006,-0.523142029452501,9.293733904292405e-72,0.8128580181573551,0.7849195806451325,0.8407964556695778,2.254341738028165
Health Care,IQV,IQVIA,MTD,Mettler Toledo,1255,0.47514149579713455,1.136681886288551e-71,-0.2893749121432359,-0.30452730405465744,-0.27422252023181437,0.7487314442651005
Health Care,COO,Cooper Companies (The),ISRG,Intuitive Surgical,1255,0.4744678007990073,1.9097630083606788e-71,-1.205931152095266,-1.268023778164664,-1.143838526025868,0.2994130705627571
Health Care,BAX,Baxter International,HSIC,Henry Schein,924,0.5410030546218321,2.2743512051843676e-71,-0.25697318186088713,-0.3174391303479898,-0.19650723337378445,0.7733889543399018
Health Care,PFE,Pfizer,SOLV,Solventum,458,0.7091120348628666,3.324492264182962e-71,-0.23894263219209733,-0.35077994947881025,-0.1271053149053844,0.7874600559341413
Health Care,RVTY,Revvity,UNH,UnitedHealth Group,705,0.6020465929959797,9.592713829075684e-71,0.6272217384758826,0.5833028316365807,0.6711406453151845,1.8724013257197811
Health Care,CAH,Cardinal Health,REGN,Regeneron Pharmaceuticals,1255,0.4721017661751575,1.1705843143364022e-70,0.24943574925782563,0.21330502305454282,0.28556647546110847,1.283301108758265
Health Care,DVA,DaVita,MRNA,Moderna,550,0.6613565962313919,1.8501539559221977e-70,0.25343723345626307,0.17505067578098915,0.331823791131537,1.288446505613284
Health Care,GEHC,GE HealthCare,MRK,Merck & Co.,705,0.6004899368060592,2.695395393686439e-70,-0.48099525421768125,-0.5885293296583011,-0.3734611787770614,0.6181678513860236
Health Care,AMGN,Amgen,GILD,Gilead Sciences,1255,0.47088918704270066,2.948240946494609e-70,-0.13606301866143813,-0.2057289132230113,-0.066397124099865,0.8727876288475198
Health Care,GEHC,GE HealthCare,MTD,Mettler Toledo,705,0.6001208220842388,3.440744918443058e-70,-0.5252733645379066,-0.5421834917250767,-0.5083632373507365,0.5913936762088999
Health Care,BIIB,Biogen,GEHC,GE HealthCare,705,0.5999571404492784,3.8337750876898805e-70,-0.05408879245181121,-0.08496668942983501,-0.0232108954737874,0.9473479854168513
Health Care,A,Agilent Technologies,MDT,Medtronic,1255,0.4704819820505965,4.01714809084457e-70,0.34152081581937194,0.3248157371333022,0.3582258945054417,1.4070858826467902
Health Care,CI,Cigna,SYK,Stryker Corporation,1255,0.47009900308680036,5.371726498649763e-70,-0.8536769355332744,-0.8749402018279829,-0.8324136692385659,0.4258462405539304
Health Care,A,Agilent Technologies,IQV,IQVIA,1255,0.46982818787277986,6.595593862392753e-70,0.08351369627472201,0.06913186823340178,0.09789552431604223,1.0871001044125947
Health Care,HSIC,Henry Schein,UNH,UnitedHealth Group,1255,0.4697446956757398,7.026184862547919e-70,-0.11605488158844667,-0.1357971003190646,-0.0963126628578287,0.8904263539437718
Health Care,CI,Cigna,VRTX,Vertex Pharmaceuticals,1006,0.5169710723868461,7.788321892267772e-70,-0.5980415009502051,-0.6152291395411507,-0.5808538623592596,0.5498875363927851
Health Care,AMGN,Amgen,IDXX,Idexx Laboratories,1255,-0.4695165927378777,8.350600838352564e-70,-0.966074146240845,-1.0095024140420505,-0.9226458784396393,0.38057418777616964
Health Care,BSX,Boston Scientific,MRNA,Moderna,550,0.658475736692363,1.1765061617928017e-69,0.9393327162388395,0.8526671690762062,1.0259982634014728,2.558273754111613
Health Care,A,Agilent Technologies,RMD,ResMed,1255,0.4681911133459404,2.2719630083629302e-69,-0.09495551413252336,-0.11086707269786483,-0.07904395556718188,0.9094133896119154
Health Care,ABBV,AbbVie,WAT,Waters Corporation,1255,0.4681155932330312,2.4049724651751215e-69,-0.07103851118469899,-0.14275465216264183,0.0006776297932438308,0.9314260211173463
Health Care,ALGN,Align Technology,DXCM,Dexcom,1255,0.46723841253741244,4.652161454681154e-69,-0.7854511832497071,-0.8253849462167054,-0.7455174202827087,0.4559139546346565
Health Care,ABT,Abbott Laboratories,CAH,Cardinal Health,1255,0.466983210484945,5.634610352810824e-69,0.058248899117892126,0.013439139622177056,0.10305865861360719,1.059978790665741
Health Care,BSX,Boston Scientific,INCY,Incyte,1255,0.4667640585135239,6.641444554194806e-69,0.15037941434923943,0.08383382126661397,0.21692500743186488,1.1622751429480578
Health Care,COR,Cencora,ELV,Elevance Health,705,-0.5955774904817364,6.768823554439591e-69,0.646924342833386,0.6145130272560783,0.6793356584106937,1.909658333042847
Health Care,ISRG,Intuitive Surgical,REGN,Regeneron Pharmaceuticals,1255,0.46547431514187365,1.7434266582699944e-68,1.376401847837794,1.3538187389480856,1.3989849567275023,3.960625026703126
Health Care,LH,Labcorp,MRK,Merck & Co.,1255,0.4649771011168081,2.5264433126307053e-68,-0.1931878889599883,-0.25766834480094347,-0.12870743311903313,0.8243270776305857
Health Care,ISRG,Intuitive Surgical,MRNA,Moderna,550,0.6523359002457759,5.669749065378114e-68,1.68700674150477,1.6066704003540695,1.7673430826554706,5.403283052445291
Health Care,WST,West Pharmaceutical Services,ZTS,Zoetis,1255,0.46384382965639875,5.8710547465029145e-68,0.31093311075424607,0.29014722778052965,0.3317189937279625,1.3646979345176253
Health Care,A,Agilent Technologies,ISRG,Intuitive Surgical,1255,0.46378066432203385,6.1529999411327e-68,-0.8267898062117842,-0.8408544049694749,-0.8127252074540935,0.4374513382569958
Health Care,CI,Cigna,UHS,Universal Health Services,1255,0.4625863019634427,1.4909547589651686e-67,0.24467402524688936,0.221283608175095,0.2680644423186837,1.277204908785097
Health Care,A,Agilent Technologies,WST,West Pharmaceutical Services,1255,0.4620603764461105,2.1990653148533228e-67,-0.3766034211651598,-0.39149899030817886,-0.3617078520221408,0.6861881476391821
Health Care,AMGN,Amgen,PFE,Pfizer,1129,0.48312501269556213,4.385040911250473e-67,0.3985800458046097,0.36438278756297965,0.43277730404623976,1.4897078781520983
Health Care,HCA,HCA Healthcare,HSIC,Henry Schein,1255,0.4608966151727595,5.18383778016752e-67,-0.3298005854320473,-0.34235428380597926,-0.3172468870581154,0.7190671115929913
Health Care,HCA,HCA Healthcare,LH,Labcorp,1255,0.46077158598092594,5.6829803322261804e-67,-0.1912619659025327,-0.23553253845048988,-0.1469913933545755,0.8259161979267948
Health Care,MRK,Merck & Co.,REGN,Regeneron Pharmaceuticals,1255,0.4601279141022932,9.117027320692774e-67,0.28172981400626756,0.21945154602647193,0.3440080819860632,1.3254205615327408
Health Care,ABT,Abbott Laboratories,ZBH,Zimmer Biomet,1255,0.45885468867636453,2.3153319233473618e-66,0.062269217345696494,0.04175140115267813,0.08278703353871486,1.064248820406783
Health Care,GILD,Gilead Sciences,ISRG,Intuitive Surgical,1255,0.45800956580938895,4.2887838681869654e-66,-1.0619856914738857,-1.15030265659271,-0.9736687263550614,0.34576853856207623
Health Care,HCA,HCA Healthcare,MRNA,Moderna,550,0.6449073107483851,5.471907082709443e-66,0.26063288662111167,0.17591282472567638,0.34535294851654696,1.2977511561606827
Health Care,UHS,Universal Health Services,VTRS,Viatris,734,0.5753408102668374,6.461477703893733e-66,1.0509965744168248,0.9436968460169924,1.1582963028166573,2.8605003995843554
Health Care,DXCM,Dexcom,HCA,HCA Healthcare,1255,-0.4573610576453939,6.8748160582455e-66,1.7172659179406486,1.6675889720291712,1.766942863852126,5.569280758929066
Health Care,PFE,Pfizer,PODD,Insulet Corporation,1129,-0.478721084208832,9.873249452824926e-66,-2.570850483823935,-2.6937050404222833,-2.447995927225587,0.07647048085267696
Health Care,CI,Cigna,RVTY,Revvity,705,0.5836734538965052,1.3320258219511176e-65,-0.8878657630852607,-0.9330402493996413,-0.8426912767708801,0.4115331253465753
Health Care,STE,Steris,UHS,Universal Health Services,1255,0.45635392992970175,1.427695858339286e-65,1.05036484341675,1.029144244389268,1.0715854424442322,2.858693903476087
Health Care,COO,Cooper Companies (The),WAT,Waters Corporation,1255,0.4560896903554663,1.7287378322984665e-65,-0.44277780476241224,-0.5062320943913414,-0.37932351513348306,0.6422498961030537
Health Care,PODD,Insulet Corporation,ZTS,Zoetis,1255,0.455499106010268,2.649609176525337e-65,1.514903274229885,1.4460612055874278,1.583745342872342,4.548981101864794
Health Care,COO,Cooper Companies (The),MRK,Merck & Co.,1255,0.4548248628813804,4.309823594694445e-65,-0.11125911826373963,-0.18457355858015456,-0.037944677947324715,0.894706883995772
Health Care,CNC,Centene Corporation,MTD,Mettler Toledo,1050,0.49188012417616156,4.585307485202587e-65,-1.0470333697427883,-1.064032361952495,-1.0300343775330816,0.3509774264324011
Health Care,IDXX,Idexx Laboratories,LH,Labcorp,1255,-0.4546244046672616,4.979465766580511e-65,1.0558853588970356,0.9997114192507687,1.1120592985433024,2.874519008601945
Health Care,BIIB,Biogen,STE,Steris,1255,0.4539468361608121,8.107443608821012e-65,-0.7117997331882231,-0.7375707160512406,-0.6860287503252056,0.4907601648320462
Health Care,AMGN,Amgen,EW,Edwards Lifesciences,1255,-0.4532601359862277,1.3272461827504313e-64,-0.43001929860503163,-0.4952079338121851,-0.3648306633978782,0.6504965409263638
Health Care,EW,Edwards Lifesciences,ISRG,Intuitive Surgical,1255,-0.4513091135973398,5.351628299116237e-64,-0.7680294115302925,-0.8169270579504986,-0.7191317651100864,0.4639263761063234
Health Care,MCK,McKesson Corporation,PFE,Pfizer,1129,0.4723962731329748,7.991830336742751e-64,0.40498022946561213,0.36559300410933165,0.4443674548218926,1.499272858338149
Health Care,PFE,Pfizer,VRTX,Vertex Pharmaceuticals,943,0.5108110782335662,8.367619276388891e-64,-0.7799274026834009,-0.8260117395157274,-0.7338430658510744,0.4584392915595712
Health Care,BMY,Bristol Myers Squibb,TMO,Thermo Fisher Scientific,1005,0.49577482460798533,1.8458205584349332e-63,-0.914537490600898,-0.9395718173924771,-0.8895031638093188,0.40070191163973345
Health Care,BMY,Bristol Myers Squibb,IDXX,Idexx Laboratories,1005,-0.4956759732918464,1.9704962644355626e-63,-1.6314972783122226,-1.6711124913131181,-1.591882065311327,0.19563643253688348
Health Care,AMGN,Amgen,HCA,HCA Healthcare,1255,0.44945656466219724,1.9944594118022574e-63,0.28107317855872344,0.24977905221475763,0.3123673049026892,1.3245505290874675
Health Care,DGX,Quest Diagnostics,STE,Steris,1255,0.4493067623259574,2.217539186110601e-63,-0.7670854793583697,-0.7909345469797199,-0.7432364117370195,0.46436449788422357
Health Care,BMY,Bristol Myers Squibb,STE,Steris,1005,0.49481962858497475,3.4681230828527956e-63,-1.0388410092712344,-1.0643528867393404,-1.0133291318031283,0.3538645701406283
Health Care,A,Agilent Technologies,WAT,Waters Corporation,1255,0.4468790956526573,1.2271194428139856e-62,-0.06363645887893045,-0.07532938836758413,-0.05194352939027677,0.9383460649117169
Health Care,BSX,Boston Scientific,PFE,Pfizer,1129,0.46823296976866663,1.3710091696841649e-62,1.1744393866899685,1.135041142347919,1.213837631032018,3.2363281065623584
Health Care,BMY,Bristol Myers Squibb,HCA,HCA Healthcare,1005,0.49251865779596354,1.571642570662344e-62,-0.33621218390425917,-0.36288915126536897,-0.30953521654314936,0.7144714903811378
Health Care,DHR,Danaher Corporation,LLY,Lilly (Eli),1255,0.44554093532732286,3.132424342510693e-62,-0.5406363336888494,-0.5722242790390363,-0.5090483883386626,0.5823775479872397
Health Care,ABT,Abbott Laboratories,GEHC,GE HealthCare,705,0.5708097515695133,3.423051050273746e-62,0.22340140953882845,0.198667552517755,0.2481352665599019,1.2503223643411354
Health Care,BIIB,Biogen,COR,Cencora,705,-0.570475996132498,4.17725335274285e-62,-0.47308423243887526,-0.5255816402878651,-0.42058682458988544,0.6230775856225502
Health Care,DXCM,Dexcom,STE,Steris,1255,-0.44462297869941186,5.9432263945071215e-62,0.9155132508834372,0.8596546699049886,0.9713718318618857,2.4980570529232864
Health Care,DHR,Danaher Corporation,GILD,Gilead Sciences,1255,0.44397661089901674,9.318829410695538e-62,0.33717327620698473,0.25448375514714694,0.4198627972668225,1.4009817995200355
Health Care,LH,Labcorp,SOLV,Solventum,584,0.6131311996892661,1.3913341184069896e-61,0.3220892095599528,0.23692065736184564,0.40725776175805994,1.3800078803618585
Health Care,HSIC,Henry Schein,VTRS,Viatris,734,0.5590660157356365,1.4122699566937913e-61,1.466763318240007,1.359509718007548,1.5740169184724662,4.335180807983065
Health Care,CI,Cigna,IDXX,Idexx Laboratories,1255,-0.44288951204114885,1.981272578722982e-61,-1.2510854759122174,-1.2843418524902697,-1.2178290993341652,0.28619397153168646
Health Care,CNC,Centene Corporation,IQV,IQVIA,1050,0.4788227310530948,2.7959616716886427e-61,-0.744648746781286,-0.764814986388198,-0.724482507174374,0.4749010811803092
Health Care,IQV,IQVIA,WST,West Pharmaceutical Services,1255,0.44199337937718014,3.6820406187518165e-61,-0.4601171174398819,-0.4757629197123903,-0.4444713151673734,0.6312097155118552
Health Care,PODD,Insulet Corporation,TECH,Bio-Techne,1255,-0.4412169236380722,6.289818581070071e-61,0.8113934769223284,0.7175497336804262,0.9052372201642307,2.2510425780625782
Health Care,ALGN,Align Technology,UHS,Universal Health Services,1255,0.44091508509780847,7.742412811996759e-61,1.18042691105048,1.160382510101597,1.2004713119993629,3.2557638278012915
Health Care,HSIC,Henry Schein,IDXX,Idexx Laboratories,1255,-0.4400683099478005,1.3853007020390584e-60,-0.9173467393675209,-0.9398529720653782,-0.8948405066696635,0.39957781995453234
Health Care,INCY,Incyte,LH,Labcorp,1255,0.4395863801544637,1.9276445426621772e-60,0.669139350000066,0.5932294618834811,0.7450492381166508,1.9525561298482628
Health Care,COR,Cencora,HCA,HCA Healthcare,705,0.5616842064978548,7.305972025372988e-60,0.6327632560587692,0.6143182354345011,0.6512082766830372,1.882806073007401
Health Care,BDX,Becton Dickinson,ISRG,Intuitive Surgical,1255,0.437432613816752,8.383740485511613e-60,-1.0442660418732914,-1.0714222059230825,-1.0171098778235004,0.35195004119740586
