sector,symbol_a,security_a,symbol_b,security_b,n_days,pearson_r,p_value,mean_log_rel_pe,ci99_low,ci99_high,exp_mean_log_rel_pe
Health Care,ALGN,Align Technology,DVA,DaVita,1255,0.3345498429709264,3.3872345333886435e-34,0.957110073320564,0.936715660418706,0.9775044862224219,2.604159757629357
Health Care,BMY,Bristol Myers Squibb,SOLV,Solventum,334,0.6010998800057954,3.4414276478697794e-34,0.12895674311704397,0.04278863540365234,0.2151248508304356,1.1376409123015738
Health Care,AMGN,Amgen,GEHC,GE HealthCare,705,0.43578447641802576,4.855655942983806e-34,0.3799335103163894,0.3511422755022875,0.4087247451304913,1.4621873658267437
Health Care,BDX,Becton Dickinson,DVA,DaVita,1255,0.33369579077827416,5.078528021846442e-34,0.4601511854503784,0.43161964661725727,0.48868272428349957,1.5843134920378699
Health Care,TECH,Bio-Techne,TMO,Thermo Fisher Scientific,1255,0.3334793925439892,5.626222448827219e-34,0.8117680721255485,0.7863960319651153,0.8371401122859816,2.251885965769197
Health Care,ABT,Abbott Laboratories,PODD,Insulet Corporation,1255,-0.3322875504327275,9.875347202282432e-34,-1.8225009778910903,-1.908979418474635,-1.7360225373075457,0.1616210344174924
Health Care,ISRG,Intuitive Surgical,ZBH,Zimmer Biomet,1255,0.33213334691441193,1.0619063018625932e-33,1.1309864168077728,1.1125973199182457,1.1493755136972998,3.098711614287782
Health Care,CAH,Cardinal Health,PODD,Insulet Corporation,1255,-0.33154179434847714,1.4024525036266363e-33,-1.8807498770089828,-1.9969703666740806,-1.764529387343885,0.15247572483594982
Health Care,MRK,Merck & Co.,VRTX,Vertex Pharmaceuticals,1006,0.36747001737960844,1.6087293036660265e-33,-0.011890364549345544,-0.09732849798719867,0.07354776888850759,0.9881800464879436
Health Care,MRNA,Moderna,ZBH,Zimmer Biomet,550,0.483068695167582,1.6771419522081054e-33,-0.4548758005245635,-0.5438742756000214,-0.36587732544910556,0.6345267709465834
Health Care,ABT,Abbott Laboratories,ISRG,Intuitive Surgical,1255,0.33029357785379415,2.517201467506192e-33,-1.068717199462076,-1.0891487143212428,-1.0482856846029094,0.3434488112735827
Health Care,CAH,Cardinal Health,SYK,Stryker Corporation,1255,0.3297117380321418,3.303145195638345e-33,-0.4975829943065459,-0.5386456674662461,-0.45652032114684576,0.6079984208493806
Health Care,EW,Edwards Lifesciences,STE,Steris,1255,-0.3290944325806093,4.404036147059985e-33,-0.0906601898934564,-0.1418871709969628,-0.03943320878995,0.9133280162643463
Health Care,BAX,Baxter International,MCK,McKesson Corporation,924,0.37943733736110435,5.1803357872721026e-33,-0.0950499576816998,-0.1633355325222694,-0.026764382841130196,0.9093275054393988
Health Care,DGX,Quest Diagnostics,DVA,DaVita,1255,0.32864117489905137,5.4374197148982495e-33,0.059962526328464154,0.036772528289243725,0.08315252436768458,1.0617967563769362
Health Care,CRL,Charles River Laboratories,VRTX,Vertex Pharmaceuticals,737,-0.4207660659979117,5.530966248129069e-33,0.10077320226654922,0.06257403518933699,0.13897236934376145,1.1060257691782442
Health Care,CVS,CVS Health,ELV,Elevance Health,1255,-0.32850845508390264,5.783200255922091e-33,-0.09055130686810074,-0.15299917576739214,-0.02810343796880934,0.913427467596082
Health Care,INCY,Incyte,JNJ,Johnson & Johnson,1255,0.32847244649530577,5.880719210302404e-33,0.807416401208758,0.730667119105606,0.88416568331191,2.242107790235878
Health Care,ELV,Elevance Health,VRTX,Vertex Pharmaceuticals,1006,-0.3638582007245615,7.50707644003615e-33,-0.419537715404985,-0.4429122686656711,-0.3961631621442989,0.6573506326566485
Health Care,EW,Edwards Lifesciences,MDT,Medtronic,1255,-0.3276061707337666,8.787120285862551e-33,0.40028121050086385,0.34970504842807204,0.45085737257365566,1.4922442734034853
Health Care,CRL,Charles River Laboratories,ZTS,Zoetis,924,-0.3769427555860161,1.4387868726327225e-32,-0.11858765305513554,-0.19939004439432478,-0.0377852617159463,0.8881739610835779
Health Care,SOLV,Solventum,ZTS,Zoetis,584,0.4639406728656893,1.6536070456986332e-32,-0.12623704149529866,-0.20860105923025446,-0.04387302376034284,0.8814058922482831
Health Care,ABBV,AbbVie,IDXX,Idexx Laboratories,1255,-0.32568683730615783,2.1294914944255747e-32,-0.6022172946230737,-0.6855222513518596,-0.5189123378942878,0.5475961070951932
Health Care,CNC,Centene Corporation,LH,Labcorp,1050,-0.35381993479592694,2.530503900075761e-32,-0.2955977911880572,-0.3623182515591214,-0.22887733081699296,0.7440866460479716
Health Care,ISRG,Intuitive Surgical,VRTX,Vertex Pharmaceuticals,1006,0.3599784419580956,3.842397173010129e-32,0.9484540256847559,0.929248086851387,0.9676599645181247,2.5817153069744823
Health Care,DVA,DaVita,RMD,ResMed,1255,-0.32424343105380127,4.126304240364722e-32,-0.772582935244409,-0.7978556658707365,-0.7473102046180815,0.4618186787179892
Health Care,GILD,Gilead Sciences,LLY,Lilly (Eli),1255,0.32211009923215234,1.0897220596579385e-31,-0.877809609895834,-0.9578035536144164,-0.7978156661772516,0.4156924438181548
Health Care,MRNA,Moderna,SYK,Stryker Corporation,550,0.4704787400101761,1.2156997873152162e-31,-0.9142628834922616,-1.002373035376391,-0.8261527316081322,0.400811962342775
Health Care,BSX,Boston Scientific,UHS,Universal Health Services,1255,0.3195051668576384,3.5295230823025865e-31,1.2593929066113767,1.2277802887425757,1.2910055244801777,3.5232818768257137
Health Care,TMO,Thermo Fisher Scientific,UNH,UnitedHealth Group,1255,0.31901159427345827,4.404110580092509e-31,0.1638886510546908,0.14296845522309623,0.18480884688628538,1.178083129475214
Health Care,DVA,DaVita,HCA,HCA Healthcare,1255,0.3186234197129873,5.240148729522507e-31,-0.025295338629622455,-0.039012417301397116,-0.011578259957847793,0.9750219078669277
Health Care,RMD,ResMed,SOLV,Solventum,584,0.4528767920959059,7.109313352523475e-31,0.19956909392100744,0.11012795614747148,0.28901023169454343,1.2208765616655566
Health Care,ALGN,Align Technology,EW,Edwards Lifesciences,1255,0.3174631351165605,8.796551614011727e-31,0.22072225752718638,0.18002618236639603,0.2614183326879767,1.2469770439754222
Health Care,MDT,Medtronic,ZTS,Zoetis,1255,-0.31725970144130217,9.630618425628076e-31,-0.40719112623028575,-0.43933709527958914,-0.37504515718098236,0.6655169803936796
Health Care,A,Agilent Technologies,ZTS,Zoetis,1255,0.3161616528671793,1.568477196227171e-30,-0.06567031041091378,-0.08659646097460799,-0.04474415984721957,0.9364395477736672
Health Care,EW,Edwards Lifesciences,WST,West Pharmaceutical Services,1255,0.316140452862546,1.5832852592047797e-30,-0.3178430264836679,-0.3573608863468798,-0.27832516662045603,0.7277170117475705
Health Care,ABT,Abbott Laboratories,ELV,Elevance Health,1255,0.3152709777156585,2.3262002896682428e-30,0.35342112618702326,0.33461374295022894,0.3722285094238176,1.4239306716805695
Health Care,ISRG,Intuitive Surgical,SOLV,Solventum,584,0.44745390706539395,4.274047376588962e-30,1.1667634118431949,1.0780717798625465,1.2554550438238432,3.2115812331177733
Health Care,SYK,Stryker Corporation,WAT,Waters Corporation,1255,0.31387483477094885,4.303143030352414e-30,0.13377024305943144,0.11509936691092462,0.15244111920793826,1.1431301473850801
Health Care,ABBV,AbbVie,UHS,Universal Health Services,1255,-0.31376322028121395,4.519397693653801e-30,0.8935422065360333,0.8117018693530166,0.9753825437190501,2.443770678573347
Health Care,BIIB,Biogen,PODD,Insulet Corporation,1255,-0.31334384937572557,5.43263307863963e-30,-2.142952733254073,-2.2317090753072213,-2.054196391200925,0.11730795204458255
Health Care,CVS,CVS Health,JNJ,Johnson & Johnson,1255,0.3131231113308284,5.984532405089691e-30,-0.08655265851699345,-0.1371672372276271,-0.035938079806359796,0.9170872550583739
Health Care,DVA,DaVita,DXCM,Dexcom,1255,-0.3129129930102889,6.561383739339225e-30,-1.7425612565702708,-1.7922718792782286,-1.692850633862313,0.17507142305650572
Health Care,GILD,Gilead Sciences,IDXX,Idexx Laboratories,1255,-0.3124582847578036,8.005199677211236e-30,-0.8300111275794068,-0.9333897919275262,-0.7266324632312873,0.4360444341754732
Health Care,COO,Cooper Companies (The),DVA,DaVita,1255,0.31201720304741737,9.705464211692235e-30,0.2984860752284038,0.23309710855407617,0.36387504190273146,1.3478167690254537
Health Care,LH,Labcorp,ZTS,Zoetis,1255,-0.31175827977741327,1.0865531084618594e-29,-0.5267404269906442,-0.5861472151555845,-0.4673336388257037,0.590526700860735
Health Care,CNC,Centene Corporation,JNJ,Johnson & Johnson,1050,-0.3391004210983418,1.1462467991212657e-29,-0.1505617361755416,-0.181255037683627,-0.11986843466745623,0.8602246213898372
Health Care,DXCM,Dexcom,ZBH,Zimmer Biomet,1255,-0.31162079075039684,1.1536356112061148e-29,1.3691304460543738,1.3143601494828592,1.4239007426258885,3.9319301831213362
Health Care,BIIB,Biogen,DXCM,Dexcom,1255,-0.3112502023799278,1.3555898255978624e-29,-1.6273129840716603,-1.6827757147176514,-1.571850253425669,0.19645674795847712
Health Care,DXCM,Dexcom,GILD,Gilead Sciences,1255,-0.3104127642542826,1.950194359757233e-29,1.300129720720487,1.1754781559394167,1.4247812855015571,3.669772682300464
Health Care,ABT,Abbott Laboratories,VRTX,Vertex Pharmaceuticals,1006,0.34444728941968783,2.1217481402723074e-29,-0.07810260993120852,-0.1000151666601669,-0.05619005320225014,0.9248695208765766
Health Care,CVS,CVS Health,RMD,ResMed,1255,-0.30988103613769247,2.4552908174819932e-29,-0.7808553404379392,-0.8493744796698142,-0.7123362012060643,0.4580140857455443
Health Care,ELV,Elevance Health,RMD,ResMed,1255,0.3096606148819624,2.7008901181756574e-29,-0.6903040335698385,-0.7067599726497555,-0.6738480944899214,0.5014235962828286
Health Care,CVS,CVS Health,MDT,Medtronic,1255,0.30962508565226415,2.7426945031019216e-29,-0.34437901048604397,-0.397312649269449,-0.29144537170263896,0.7086602874639354
Health Care,ALGN,Align Technology,CVS,CVS Health,1255,-0.30912804772714453,3.399374861491954e-29,0.9653824785140941,0.8945879928962022,1.036176964131986,2.6257917733715646
Health Care,CNC,Centene Corporation,ISRG,Intuitive Surgical,1050,-0.3355542524136771,4.765714451044514e-29,-1.662559296712068,-1.6913969106545186,-1.6337216827696173,0.18965298020914897
Health Care,GILD,Gilead Sciences,JNJ,Johnson & Johnson,1255,0.3082641625534407,4.931723311021095e-29,0.36415128252632084,0.26629956998211124,0.46200299507053044,1.4392919374091737
Health Care,ELV,Elevance Health,EW,Edwards Lifesciences,1255,0.3074379586950937,7.031446254355602e-29,-0.654108914118807,-0.692664247170035,-0.615553581067579,0.519905136363728
Health Care,BMY,Bristol Myers Squibb,UNH,UnitedHealth Group,1005,-0.3411556752672215,8.230024269367389e-29,-0.7093267065688129,-0.7494386899657578,-0.669214723171868,0.491975329731679
Health Care,CVS,CVS Health,MCK,McKesson Corporation,1255,0.30679150564214513,9.273256760695998e-29,-0.258376547776679,-0.3111709914827309,-0.2055821040706271,0.7723043678555858
Health Care,MOH,Molina Healthcare,ZTS,Zoetis,1255,-0.3054868509963278,1.6176119767922128e-28,-0.41628782330815617,-0.47160677353906905,-0.3609688730772433,0.6594904264486927
Health Care,JNJ,Johnson & Johnson,MRK,Merck & Co.,1255,-0.30512642253868455,1.8854510513751524e-28,-0.33146494016868033,-0.41812522092733395,-0.2448046594100267,0.7178713242230763
Health Care,DVA,DaVita,MOH,Molina Healthcare,1255,0.3049059696490927,2.070467389630971e-28,-0.32700990821464315,-0.37223341126862386,-0.28178640516066245,0.7210765984095007
Health Care,CNC,Centene Corporation,IDXX,Idexx Laboratories,1050,0.3315149898225243,2.3617674971648663e-28,-1.433129653978476,-1.453011224603756,-1.4132480833531957,0.23856113888511277
Health Care,HUM,Humana,MRK,Merck & Co.,1255,-0.30395799276907937,3.0937454069494888e-28,-0.053449125703185794,-0.13554883354964883,0.028650582143277252,0.9479541662787008
Health Care,DVA,DaVita,TMO,Thermo Fisher Scientific,1255,0.30388413474636106,3.191879362265703e-28,-0.6350394567048072,-0.6506851074458978,-0.6193938059637166,0.5299145792219438
Health Care,RMD,ResMed,TECH,Bio-Techne,1255,-0.30350955135870444,3.739105325734648e-28,-0.6742245935859468,-0.7101196531121352,-0.6383295340597583,0.5095513768678642
Health Care,DVA,DaVita,LH,Labcorp,1255,0.3034113686784759,3.8972987928148603e-28,-0.21655730453215516,-0.2615296580639249,-0.1715849510003854,0.8052863870407826
Health Care,MCK,McKesson Corporation,SOLV,Solventum,584,0.4332019891370904,4.0976449404958595e-28,0.12476591200383347,0.031162579092282608,0.21836924491538434,1.1328832276603418
Health Care,PFE,Pfizer,UHS,Universal Health Services,1129,0.31887065640048334,4.243749446173583e-28,0.06764680817663173,0.01508835269747514,0.12020526365578832,1.069987330957017
Health Care,ABT,Abbott Laboratories,IQV,IQVIA,1255,0.30292846288692094,4.777222965010991e-28,-0.15841369697556992,-0.17926264592927313,-0.13756474802186672,0.8534966199521562
Health Care,CAH,Cardinal Health,COR,Cencora,705,-0.39678796402583677,5.309853633107041e-28,0.14311219138428596,0.07750381682287003,0.2087205659457019,1.1538592474707676
Health Care,ABBV,AbbVie,ZBH,Zimmer Biomet,1255,0.30260327265737536,5.477952243270033e-28,0.29679455829021983,0.23005946312736375,0.3635296534530759,1.3455388412509255
Health Care,BIIB,Biogen,CRL,Charles River Laboratories,924,-0.3494608492535968,6.247283834733702e-28,-0.6401809630728569,-0.7353471994928488,-0.545014726652865,0.5271970122189684
Health Care,DGX,Quest Diagnostics,ELV,Elevance Health,1255,-0.30203228827231077,6.96318004682741e-28,-0.022316375346106265,-0.051151225940485726,0.006518475248273196,0.9779307929107839
Health Care,GILD,Gilead Sciences,PFE,Pfizer,1129,0.31675841940225197,9.909950642839073e-28,0.4391377803572345,0.3577217469864036,0.5205538137280654,1.5513690208411341
Health Care,CRL,Charles River Laboratories,GEHC,GE HealthCare,374,-0.5230069537376199,1.2040086945918189e-27,0.627545227618035,0.44412095210306873,0.8109695031330013,1.873007125197897
Health Care,ELV,Elevance Health,MCK,McKesson Corporation,1255,-0.3006905759781852,1.2210063243028149e-27,-0.16782524090857828,-0.1965664119894418,-0.13908406982771476,0.8455015808623559
Health Care,ELV,Elevance Health,GEHC,GE HealthCare,705,0.3942083747773346,1.2505635455274867e-27,-0.22792890284632206,-0.24795775707349213,-0.20790004861915198,0.7961808640164763
Health Care,BDX,Becton Dickinson,UNH,UnitedHealth Group,1255,0.3003341341817115,1.4167713422643828e-27,-0.010999620199738068,-0.043828763259676905,0.02182952286020077,0.9890606544207929
Health Care,IDXX,Idexx Laboratories,LLY,Lilly (Eli),1255,-0.30014855324781525,1.5306940519040448e-27,-0.04779848231642745,-0.08847742312209328,-0.007119541510761614,0.953325879744796
Health Care,GEHC,GE HealthCare,HUM,Humana,705,-0.3914415248170918,3.1081213179682994e-27,-0.07206905743185663,-0.11131199175241382,-0.03282612311129942,0.9304666379560446
Health Care,DHR,Danaher Corporation,UNH,UnitedHealth Group,1255,0.29832819764330915,3.258813338212491e-27,0.30845400640665227,0.28133603405117535,0.3355719787621292,1.361318896159971
Health Care,ABBV,AbbVie,PFE,Pfizer,1129,0.3137174945540168,3.320132591474223e-27,0.7895794310343323,0.7283438042003753,0.8508150578682893,2.202469940939132
Health Care,INCY,Incyte,VTRS,Viatris,734,-0.3834979522745351,3.9498531228904246e-27,1.8633968920110404,1.7340831635021028,1.992710620519978,6.4455946148980505
Health Care,STE,Steris,TECH,Bio-Techne,1255,0.2977658274139683,4.1111857852561936e-27,-0.6197595231435219,-0.6455947835870194,-0.5939242627000244,0.5380738163376604
Health Care,BIIB,Biogen,DHR,Danaher Corporation,1255,0.2977085514665945,4.20951152192226e-27,-0.6643565395581579,-0.6927648489943702,-0.6359482301219456,0.5146045488660872
Health Care,STE,Steris,WST,West Pharmaceutical Services,1255,0.2971355383261221,5.330835049841117e-27,-0.2271828365902115,-0.24748029687073309,-0.2068853763096899,0.7967750893310448
Health Care,COR,Cencora,VRTX,Vertex Pharmaceuticals,456,0.47434961665910774,5.812707611985617e-27,-0.016135535889926663,-0.04461297416333879,0.012341902383485464,0.9839939445219502
Health Care,BIIB,Biogen,DGX,Quest Diagnostics,1255,0.29641423135792583,7.170864359193587e-27,0.05528574617014665,0.02748443941579627,0.08308705292449703,1.056842560247583
Health Care,COO,Cooper Companies (The),COR,Cencora,705,-0.3886754128445588,7.656804675097314e-27,0.3676071402071895,0.31703705001753535,0.4181772303968436,1.4442745301128097
Health Care,ELV,Elevance Health,HCA,HCA Healthcare,1255,-0.29621489208747076,7.78206824112096e-27,0.056983563044947984,0.041394179108450224,0.07257294698144574,1.0586384094605386
Health Care,LH,Labcorp,UNH,UnitedHealth Group,1255,0.2956522862685907,9.799492077081061e-27,-0.2545935011179613,-0.30465242363048833,-0.20453457860543428,0.7752315646839723
Health Care,RMD,ResMed,RVTY,Revvity,705,0.3878433433778845,1.0025403188156505e-26,-0.4866003581645558,-0.532848591044902,-0.4403521252842096,0.614712648753404
Health Care,DXCM,Dexcom,INCY,Incyte,1255,-0.2955816269579132,1.0086969170292788e-26,0.8568646020380498,0.762617882348606,0.9511113217274937,2.355762848138458
Health Care,BSX,Boston Scientific,TECH,Bio-Techne,1255,0.295383270078543,1.0939377276638209e-26,-0.4107314599488952,-0.4450819318532127,-0.3763809880445777,0.6631649940526012
Health Care,DGX,Quest Diagnostics,INCY,Incyte,1255,0.2950456586069077,1.2557260939882817e-26,-0.825734128203757,-0.8994181905282659,-0.7520500658792482,0.4379133898603225
Health Care,STE,Steris,VTRS,Viatris,734,0.3797645209375069,1.3518134960478416e-26,1.932077543092939,1.8256018607221287,2.0385532254637497,6.9038383745006415
Health Care,BDX,Becton Dickinson,HCA,HCA Healthcare,1255,0.2944068608381256,1.6293591533404733e-26,0.43485584682075595,0.40599820274570847,0.46371349089580344,1.5447403636660784
Health Care,MRK,Merck & Co.,RVTY,Revvity,705,-0.3860328377045638,1.7973988601027616e-26,-0.34004896204030155,-0.4858457603331228,-0.19425216374748028,0.7117354738885241
Health Care,IQV,IQVIA,RMD,ResMed,1255,0.2939890112278817,1.9313301368853676e-26,-0.17846921040724534,-0.19888845902590022,-0.15804996178859046,0.8365498135089493
Health Care,BMY,Bristol Myers Squibb,INCY,Incyte,1005,0.32646005441546,2.183505152951898e-26,-0.938682882679634,-1.0000999306987266,-0.8772658346605413,0.3911426770252983
Health Care,INCY,Incyte,MDT,Medtronic,1255,0.29364637029518526,2.219801512922331e-26,0.5495900492397076,0.4756726264807457,0.6235074719986694,1.7325426150999679
Health Care,COO,Cooper Companies (The),MTD,Mettler Toledo,1255,-0.29355891770560055,2.3000198173839748e-26,-0.5850025617519957,-0.6584863663516646,-0.5115187571523269,0.5571044346469486
Health Care,ABT,Abbott Laboratories,DGX,Quest Diagnostics,1255,0.29323362896149086,2.6244064608874126e-26,0.37573750153312957,0.3483791887056858,0.40309581436057335,1.456064868805572
Health Care,CNC,Centene Corporation,UNH,UnitedHealth Group,1050,0.3192549402051584,2.630741919248643e-26,-0.6188194179207388,-0.6395811967161924,-0.5980576391252852,0.5385799001914062
Health Care,LH,Labcorp,MTD,Mettler Toledo,1255,-0.2930721628025477,2.8018553065632977e-26,-0.6669313324482443,-0.7211076041111099,-0.6127550607853788,0.5132812530698366
Health Care,IDXX,Idexx Laboratories,INCY,Incyte,1255,-0.2929134727144879,2.987816610222186e-26,0.38674600889696964,0.3056714235925735,0.4678205942013658,1.472182522520021
Health Care,DGX,Quest Diagnostics,GILD,Gilead Sciences,1255,0.2927148087753261,3.2379288314062504e-26,-0.38246900952131974,-0.4663341973872488,-0.2986038216553907,0.6821750315796441
Health Care,BSX,Boston Scientific,VTRS,Viatris,734,0.3769177852188822,3.4175771977789864e-26,2.086499823125699,1.9871212484999854,2.1858783977514125,8.056665998595141
Health Care,CAH,Cardinal Health,SOLV,Solventum,584,-0.4180627487339764,4.1394722577389436e-26,0.24084747940813092,0.12755086482708278,0.35414409398917907,1.2723269644470356
Health Care,BSX,Boston Scientific,SOLV,Solventum,584,0.4171759233713076,5.385621466393252e-26,0.8944660827906926,0.8153792375660057,0.9735529280153795,2.446029463533343
Health Care,COR,Cencora,GEHC,GE HealthCare,705,-0.38179736154948163,6.94423543076264e-26,0.418995439987064,0.3832638038874582,0.45472707608666985,1.5204334215783177
Health Care,BAX,Baxter International,LH,Labcorp,924,0.3362126645880766,7.468363031328244e-26,-0.016335387726922626,-0.1049489040628014,0.07227812860895615,0.9837973111739671
Health Care,BDX,Becton Dickinson,EW,Edwards Lifesciences,1255,-0.29060184599874944,7.583836140246348e-26,-0.2762366303429991,-0.3344022817835609,-0.21807097890243732,0.7586333938399425
Health Care,CVS,CVS Health,GEHC,GE HealthCare,705,-0.3806015791296182,1.0134265383965166e-25,0.042597038242461374,-0.06130399153017754,0.1464980680151003,1.0435173125467256
Health Care,MCK,McKesson Corporation,RVTY,Revvity,705,0.38017709785212783,1.1585249821321546e-25,-0.5985036875815443,-0.6405157234730937,-0.5564916516899948,0.5496334444481975
Health Care,MCK,McKesson Corporation,WAT,Waters Corporation,1255,0.2894740556720969,1.1909552526474529e-25,-0.49115973740766733,-0.5156295537245935,-0.46668992109074114,0.6119163202673849
Health Care,CI,Cigna,VTRS,Viatris,734,0.37265211289153877,1.3485388359131452e-25,1.1091418817047625,1.003813428713557,1.214470334695968,3.031755672864315
Health Care,BMY,Bristol Myers Squibb,PFE,Pfizer,1005,0.3214202102971801,1.381435478319406e-25,-0.05597589011314143,-0.09570920759749742,-0.016242572628785437,0.9455619330067998
Health Care,SYK,Stryker Corporation,VTRS,Viatris,734,0.3719739587729262,1.6742580256090563e-25,1.9512410332569046,1.8453856965506288,2.05709636996318,7.03741583053318
Health Care,IDXX,Idexx Laboratories,REGN,Regeneron Pharmaceuticals,1255,-0.28825291910201817,1.9369780671469208e-25,1.144427283943315,1.1126888830224781,1.1761656848641517,3.140642145484709
Health Care,HSIC,Henry Schein,JNJ,Johnson & Johnson,1255,0.28716148714557593,2.985653604399385e-25,0.2768156707382067,0.25442648631047543,0.2992048551659379,1.318923232481067
Health Care,LLY,Lilly (Eli),UNH,UnitedHealth Group,1255,0.2870516916438968,3.1181525688282546e-25,0.8490903400955017,0.8130665037512088,0.8851141764397945,2.33751953670748
Health Care,JNJ,Johnson & Johnson,RMD,ResMed,1255,-0.2869503586504095,3.2455955078838675e-25,-0.6943026819209458,-0.7237072147546645,-0.6648981490872271,0.4994225829868185
Health Care,ELV,Elevance Health,UHS,Universal Health Services,1255,0.28650188822704814,3.8743871595532293e-25,0.3055957394044866,0.28875742111826025,0.3224340576907129,1.3574334387622347
Health Care,ISRG,Intuitive Surgical,TECH,Bio-Techne,1255,0.286496770186319,3.88221791005808e-25,0.05760969849331417,0.032080269582993884,0.08313912740363445,1.059301468056287
Health Care,CNC,Centene Corporation,MDT,Medtronic,1050,-0.3111981388317311,5.181610349746238e-25,-0.44393633307560026,-0.4770607643119604,-0.41081190183924016,0.6415062622578831
Health Care,BIIB,Biogen,JNJ,Johnson & Johnson,1255,-0.2851789675161613,6.520177222871464e-25,0.03696801917514768,0.00047968673644836757,0.07345635161384699,1.0376598350900639
Health Care,BIIB,Biogen,MCK,McKesson Corporation,1255,0.2849736701464045,7.066938166354838e-25,-0.1348558700845379,-0.1636483335765008,-0.10606340659257499,0.8738418493639992
Health Care,MRNA,Moderna,STE,Steris,550,0.4196633337752767,7.1276272861116395e-25,-0.9060699031839239,-0.9953332481383004,-0.8168065582295474,0.40410929590766037
Health Care,DHR,Danaher Corporation,IDXX,Idexx Laboratories,1255,-0.28405991635337435,1.010493102167147e-24,-0.492837851372422,-0.5218431822725361,-0.46383252047230783,0.6108903160618502
Health Care,CRL,Charles River Laboratories,UNH,UnitedHealth Group,924,0.3285816760981846,1.0589138365818821e-24,0.2113049540853888,0.13899062280055824,0.28361928537021935,1.2352890040565734
Health Care,GILD,Gilead Sciences,VRTX,Vertex Pharmaceuticals,1006,0.31558476236985367,1.0620849949824942e-24,-0.5252949045677238,-0.5776428217839903,-0.47294698735145724,0.5913809377086751
Health Care,CI,Cigna,HCA,HCA Healthcare,1255,0.2829119978333716,1.5805815256335348e-24,-0.003938151112649257,-0.027966350861309802,0.020090048636011285,0.9960695932349712
Health Care,A,Agilent Technologies,HCA,HCA Healthcare,1255,0.2828654946898491,1.6094160741708254e-24,0.6523320824822632,0.6392352398615335,0.6654289251029928,1.9200132412153987
Health Care,CRL,Charles River Laboratories,MRNA,Moderna,550,0.41339171363332,4.088658270838493e-24,0.8246130296995929,0.7360392031228254,0.9131868562763604,2.280997916073289
Health Care,GEHC,GE HealthCare,IQV,IQVIA,705,0.3681462148418468,4.739730141861243e-24,-0.32316448651064666,-0.3438776929557106,-0.30245128006558275,0.7238547802281242
Health Care,CNC,Centene Corporation,HSIC,Henry Schein,1050,-0.3047200893788493,5.328042421556421e-24,-0.4757779475419847,-0.5033745815770014,-0.448181313506968,0.6214014506483142
Health Care,ALGN,Align Technology,TECH,Bio-Techne,1255,-0.2793642994520062,6.216221448077736e-24,-0.48969745550979193,-0.5281640232179706,-0.45123088780161325,0.6128117689651779
Health Care,BAX,Baxter International,ISRG,Intuitive Surgical,924,0.3232227560489873,6.5207845109210625e-24,-1.443991419246706,-1.5060741412200012,-1.381908697273411,0.23598396545625977
Health Care,RMD,ResMed,WST,West Pharmaceutical Services,1255,0.27860097105840775,8.324464566872529e-24,-0.2816479070326365,-0.30212336887532437,-0.2611724451899486,0.7545393057518178
Health Care,LH,Labcorp,WAT,Waters Corporation,1255,0.27831712098866684,9.277209497927318e-24,-0.5247065754586608,-0.570608151337614,-0.47880499957970774,0.5917289666966276
Health Care,GEHC,GE HealthCare,SOLV,Solventum,584,0.39901782646858946,9.948218838373929e-24,-0.17792989095504128,-0.27010853704711985,-0.08575124486296269,0.8370011027797148
Health Care,HCA,HCA Healthcare,RVTY,Revvity,705,0.3649073538331636,1.2537299717181253e-23,-1.034812032329688,-1.0783004767144972,-0.9913235879448788,0.3552931582760022
Health Care,DXCM,Dexcom,VTRS,Viatris,734,-0.35793104554095995,1.3180608387049111e-23,3.380381264391175,3.2477430310817375,3.5130194977006126,29.381971277432495
Health Care,DHR,Danaher Corporation,ZBH,Zimmer Biomet,1255,0.27724129676871273,1.397283020319049e-23,0.4061740015408715,0.38433650437701855,0.4280114987047245,1.5010637171355607
Health Care,BMY,Bristol Myers Squibb,COR,Cencora,455,0.4451659501007305,1.5691208880417606e-23,-0.6744355913965081,-0.7025872607909275,-0.6462839220020887,0.509443873984812
Health Care,CRL,Charles River Laboratories,MDT,Medtronic,924,0.32034517543311686,1.704924759890871e-23,0.48488343132902384,0.41408390269475337,0.5556829599632943,1.623985691956439
Health Care,AMGN,Amgen,ZTS,Zoetis,1255,-0.2764505723638462,1.8858709510212204e-23,-0.4369292143344536,-0.48339002057417285,-0.3904684080947343,0.6460171585467146
Health Care,GILD,Gilead Sciences,PODD,Insulet Corporation,1255,-0.2761678291692172,2.0988173934658052e-23,-1.8157694699029001,-1.9741461119480477,-1.6573928278577525,0.1627126577151318
Health Care,DXCM,Dexcom,ISRG,Intuitive Surgical,1255,-0.27601849721501504,2.220711469134891e-23,0.23814402924660102,0.18867097687906326,0.2876170816141388,1.2688919372140617
Health Care,INCY,Incyte,TMO,Thermo Fisher Scientific,1255,0.27589737429820116,2.3247008512120892e-23,0.25065719782741375,0.17578920252112237,0.3255251931337051,1.2848695527537446
Health Care,AMGN,Amgen,CRL,Charles River Laboratories,924,0.3189502182458635,2.70661260366155e-23,-0.5254969697488618,-0.6001365525444693,-0.4508573869532544,0.5912614522847038
Health Care,PODD,Insulet Corporation,VTRS,Viatris,734,-0.35515501788646875,3.045972043330861e-23,4.115071537442462,3.934763505165853,4.29537956971907,61.25659624624151
