Date,A,ABBV,ABT,ALGN,AMGN,BAX,BDX,BIIB,BMY,BSX,CAH,CI,CNC,COO,COR,CRL,CVS,DGX,DHR,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MOH,MRK,MRNA,MTD,PFE,PODD,REGN,RMD,RVTY,SOLV,STE,SYK,TECH,TMO,UHS,UNH,VRTX,VTRS,WAT,WST,ZBH,ZTS
2021-07-26,38.261461887007336,8.315636244135655,22.041534795993712,61.172282684296796,12.876776663579626,22.88042504959346,13.365275685380146,13.581423595572065,8.15901558780106,32.09489140197308,8.69955953798796,11.646094623392957,15.797825688901156,8.454412694172229,,39.8853944232933,9.461596712590548,7.982386681810732,28.593119836342357,14.602438763874334,152.8986441122519,16.95226792307056,49.72146090851527,,6.943245165275805,16.18588520930364,,17.664384188717356,28.977321739147044,81.72467019191373,29.395436334066066,30.719253824364323,70.15976583775871,16.35501021753919,6.771560178178713,28.891893816766224,9.849807609622923,24.717927678713142,24.118801363167975,11.453169057439478,41.87905176024782,47.56173427904816,10.128032174080042,454.60347142712817,10.695167191218156,46.63162660867143,,,30.658814401337597,27.403601889803536,68.29353648529955,20.437596967721795,11.89083469694961,23.61629229234044,17.69839792489157,2.61409866226303,35.72990631388726,53.26102556501116,19.712420257122552,42.56665695943104
2021-07-27,38.18505923792051,8.327637495278706,22.09501499082984,60.203080824410485,12.85575876083468,23.260022106589197,13.647121336401964,13.664484102089942,8.134908506856162,33.21897687703153,8.764458957471346,11.668528199129227,15.31956548276155,8.545917068748698,,39.83265720081136,9.549510575369041,8.073527147568342,28.634499308731666,14.67682908220989,151.54729276090055,17.137239986709726,50.18264909857484,,6.9614239316998106,16.312995323768032,,17.961186796562853,28.989109004491933,81.8772362582874,29.026614577144727,30.208694742333073,70.81191119025736,16.43019109017747,6.820461693046437,28.93584977051389,9.928604270862616,25.132884075087297,24.351731274482578,11.543620355827557,40.96009975062344,47.83064010610254,10.198280917611093,460.08621741985445,10.754956127592502,47.439509350631745,,,31.117921309037644,27.904812164139514,68.5061663565551,20.48239911531776,12.237693347042718,23.70538116987804,18.047153567928437,2.6273200561950256,35.3756999078198,53.38378470284598,20.10629762849643,42.78922658330121
2021-07-28,38.56958474836123,8.369289847932903,22.22594904705761,59.852742552183585,12.833169934787728,23.203363687640824,13.582287765130765,13.673485788698088,8.284371280105862,33.16058416436188,8.798385293860184,11.585427929796674,15.158696381942086,8.621788502137198,,40.52941126949163,9.510692174865229,8.074106263720301,28.859161515985367,14.492682480230565,155.37838291477513,17.016315184841943,50.2557066477597,,7.075543952710701,16.1970819745745,,18.136986858768548,27.334091405358745,82.90584232298495,29.661597770429836,30.480744735054344,70.62454389850558,16.384514999807468,6.821905627437804,29.283917380745052,9.930549556764587,25.190786529609905,24.24415467050836,11.6147945410664,43.55611063893002,48.0814484372475,10.52530495224485,469.84484442349134,10.85491344171391,47.76086574647485,,,31.033923987186316,27.939133576208246,68.96327092097356,20.404760388360508,12.14386323538933,23.366731182298164,17.992883050993242,2.687761666891458,36.09532721688814,54.178087506975444,20.071727251151646,43.08596213302269
2021-07-29,38.877723713977986,8.391881656404063,22.331067217074757,65.15687973712704,12.73912005172298,21.920109094123486,13.680345256154132,13.468494821102063,8.21446243827865,33.080291748046875,8.848534759722257,11.672095975241493,15.017391702403193,8.689737836950716,,41.127787932421086,9.483290104210537,8.147363001877384,29.327211836204437,14.513414894662253,154.0709418219489,17.213385603081388,50.96803778382741,,7.052317301432292,16.326824649349675,,18.315068771850026,26.71028346095278,83.928483092316,29.4296583748589,30.89565300793381,71.27741396037582,16.384514999807468,7.098212626241378,29.14373794498657,9.98211069026034,25.221662327613576,23.873714379220505,11.407198319195462,43.09725868434383,48.859080516220914,10.459303400319094,471.96550040409477,10.794200662269038,48.425132651266416,,,31.394549283114348,27.991123763519994,69.88179133488582,20.617202418111045,12.226157124435797,23.53291689903659,17.82740256964524,2.6990948301373106,36.543924206885215,57.12816946847098,20.09395077567335,43.26614243032686
2021-07-30,39.020322935562334,8.21044766569259,22.31078729396913,66.96823751616638,12.690778969252097,21.911613918770822,13.70391962004871,13.368658387329303,8.180711396347137,33.28467041906649,8.758559352473208,11.699624058919088,14.91521752398947,8.791246963004653,,41.26977823810694,9.403370654165263,8.179668370736154,29.313409409924898,14.664634146341465,174.15878708298143,17.19904909693816,51.264838649802016,,6.8967877012310606,16.34658876356188,,18.299087106365043,26.407059292749757,80.87366260987783,29.410645807650607,30.770185956303376,72.00145181227873,16.386418588059623,7.134106124738354,28.92634485608168,9.914498469759263,25.343260754311867,25.53882224187325,11.39830485167082,44.08977632213412,47.63122045693277,10.464195688818672,482.2241421403555,10.636485499559654,48.796777206335015,,,31.565445408676613,28.174142325694827,69.75594244059727,20.85823032186398,12.33690919702977,23.540909688668954,17.934163863972838,2.657541083844947,36.43084089332652,58.088954380580354,20.177914643509297,42.965150841683005
2021-08-02,35.944672744639604,8.150440762870083,22.29972001982898,67.37247353224254,12.598833034839139,21.871957808826416,13.72428405575636,13.572013592759054,8.19879170705581,33.48905187453666,8.786584201611971,11.692489359617365,15.284782077955164,8.06912270987906,,41.13590325593465,9.40907830497968,8.251196490831612,29.269075502295696,14.801219847144152,172.7533804403769,17.48032335826591,51.72602683986159,,6.902848214814157,16.530994792560957,,18.545662866879812,26.6377355781963,80.89630163326876,29.83650236528636,30.720497273510283,72.08061135152846,16.393078640021734,7.169277430917352,29.29460803420279,9.901852205001017,21.49959286510716,25.654817586529468,11.295994274331132,43.21820266228959,47.83936730491476,10.74529392704083,480.5172624259159,10.683134448488243,48.22766159086245,,,31.620481086499765,28.083679266069964,70.2622182270479,20.613731088425382,12.276916985635976,23.73222103737239,17.64412876549989,2.687761666891458,36.34112206574912,58.58275931222098,20.12728910205532,42.84009719643357
2021-08-03,36.13018397867245,8.206916401404461,22.521020532623538,67.50144628060335,12.824236129629364,21.608502139865795,13.704994248180855,13.829787234042554,8.35428237915039,33.24087658067689,8.79543517765246,11.927509681015056,15.07173952849015,8.076171177189524,,41.7079097600786,9.590614709571366,8.385025674343414,29.790328249572887,15.018292869009624,176.08782794024492,17.704258938037626,52.374427830247576,,7.052317301432292,16.696304279369315,,18.34931569556667,26.384115405623575,82.91656530514376,29.63878210959779,31.053415618327833,72.59331996144812,16.594818884023308,7.2287777033693565,30.41008252135546,10.04047765545938,21.532353952926695,25.954163910854188,11.330099122363112,48.193268050576684,48.374918251555435,11.165718515967109,480.79307819234907,10.856765684417576,49.02839016511785,,,31.70882947517164,27.86946124341115,69.61563381217641,20.741579778232715,12.353055573111927,24.093709741150057,17.798042976135036,2.680206298828125,36.612149532710276,59.564710344587056,18.978995314315657,43.261903497670254
2021-08-04,36.226459141195264,8.124318337218048,22.41958835260655,68.14340806213907,11.995661361337737,21.288402401915167,13.649795113540279,13.83387913680506,8.255443911580645,32.306568117907446,8.69955953798796,11.801078374189927,15.019564421280572,7.888543896558808,,42.222109285861436,9.31088738043032,8.462899821015277,30.114509738930806,16.31463399747523,173.8277126002956,17.7176951903122,52.26483976459939,,6.992731267755682,16.350538652021807,,17.648402523232374,26.42876178686746,83.25148754097138,29.406842714026855,31.038509392590253,71.95933223549837,16.4968049800409,7.2287777033693565,31.179868477219213,9.989405321753187,21.027869739751708,26.079514363416454,11.192194841143577,52.25062191932279,48.97414381918633,11.045943096185187,481.3448149582435,10.753845465454694,49.04633427203037,,,31.35109872529001,27.30480582664465,70.40831887510402,20.81458050271739,11.877762960841926,24.07315033035088,17.757117111911978,2.5989879261363638,36.84579439252336,60.404166085379465,18.30236022057603,43.408158648709005
2021-08-05,36.40727764788626,8.127141666169688,22.537614465729007,67.29739852773099,12.29409455959794,21.092936835692598,13.025020971530822,13.772094776509437,8.24700699755426,32.59124198969263,7.459083356355366,10.512788792839924,14.615218121072521,7.842256383198063,,41.57910762887456,9.139628037609501,8.496931867848062,30.264282226562496,15.869512790586892,177.00337590398016,16.870754561364592,52.410958346710906,,6.998791781338778,16.403228634006375,,17.51826560660584,25.789452345150547,84.11919067528306,29.247147592754875,30.85838554808812,74.00871725643383,16.528203322879584,7.200594193184752,31.384188033278523,9.712152133161936,20.968904166386046,25.13002943390435,11.208507465117933,51.90274435980362,49.37168903017938,11.0141705555521,483.5345038052262,11.152197256511876,48.00325719321646,,,31.214960271661933,27.505506534304835,70.97244714138776,20.948609211283294,11.730864298277798,23.482089149684384,18.05960902964093,2.6310976290758394,37.13457909699912,60.05428205217634,18.541898892061962,43.20678710937499
2021-08-06,36.56225645339112,8.079840714290448,22.530237833658855,66.76323223389376,12.092337895730033,21.19774653993804,12.915711286591321,13.91162029459902,8.210845247528257,32.62773778316748,7.52103328704834,10.670320224068963,14.521739793860394,7.867018187918314,,41.4208928663397,9.276635306222099,8.456554764482677,30.278081177035872,16.240243679139674,174.540545489337,16.994819237247352,52.60730551802405,,6.946275190873579,16.473037593967312,,17.586757712168232,25.994695989218343,81.66865461347213,29.011408004470653,30.92670890855493,74.8017421215448,16.473014305089677,7.184694255829983,31.295101788094446,9.724799160478355,21.070451115283017,24.795135412403532,11.186263218289646,51.58603506492558,49.18196319994344,11.01661730723776,475.01725821659477,11.307503136737706,49.31563901632856,,,31.32502469149503,27.302730096522456,69.69518717929456,20.788318411397128,11.749326590016402,23.706518919985193,17.853202684069867,2.6915394620739774,36.95981319819655,60.31246076311384,18.397434837473025,42.79133749649663
