Date,ABNB,AMZN,APTV,AZO,BBY,BKNG,CCL,CMG,CZR,DASH,DECK,DHI,DPZ,DRI,EBAY,EXPE,F,GM,GPC,GRMN,HAS,HD,HLT,KMX,LEN,LKQ,LOW,LULU,LVS,MAR,MCD,MGM,MHK,NCLH,NKE,NVR,ORLY,PHM,POOL,RCL,RL,ROST,SBUX,TJX,TPR,TSCO,TSLA,ULTA,WSM,WYNN,YUM
2021-07-26,,64.45679348935649,40.75255102040816,17.94226340205384,9.629636675999636,22.460674687951883,,1.8014656819945436,,,4.429710852066573,8.772826051997567,39.99061645703752,29.003479641164258,17.71525682434243,,10.297158685061008,9.480613100845202,17.44985326728164,22.319772680149665,16.320218306321365,21.329345257937867,231.45256042480466,18.99999948493539,9.65253915359725,12.762594630575588,17.47695640556536,70.74060866572563,,127.9273630302643,26.49270544388988,,12.962687064058262,,42.69168296556794,17.492839559980013,1.4825556659903871,8.536291442461462,33.14436706728486,,17.435542439919445,37.482398073264314,40.79276622425426,43.4652211714764,12.159323212284368,4.304248809814453,167.3333320908874,34.95126792016973,6.327587684278386,,25.604896284724692
2021-07-27,,63.17752745093369,40.535712728694996,17.973121902133336,9.5902245758958,22.616645793375444,,1.8296311170249016,,,4.292583095456774,8.831616552052147,40.26678094511813,29.428638714925317,17.480696222712936,,10.12101315035678,9.349717671892286,17.472900247349983,22.137765250677422,15.950446495643028,21.076881859443382,234.79636863425924,18.9831225345574,9.755439188942981,12.53227929444055,17.10308932979476,70.02325450371758,,128.78925644348715,26.750054864732412,,12.845997700374197,,42.55722131621972,17.748140899265724,1.475161506559724,8.541091816537332,33.49287270774957,,17.230604759137112,37.249644751687654,40.783056085759945,43.294426535262545,12.091525289036282,4.219340801239014,164.06615745020275,34.26598873235247,6.232476149589566,,26.02594501608325
2021-07-28,,63.24599528561901,41.40816513372928,17.792279345049636,9.48120471294419,22.416677205299045,,1.810827473938049,,,4.360176767445474,8.656197584079887,39.26088385176314,29.170788191863938,17.62578355290959,,10.172389757515178,9.433015806485066,17.089224085561543,22.727471696306473,15.715996668888971,20.96481712780931,236.67837072301793,18.74824234201938,9.613476328249934,12.49722863873865,17.004098864353853,70.32021401393392,,129.7948106427059,26.25381711339544,,12.883989393630216,,42.78736328810788,17.60497113421098,1.4586981987662224,8.419509862093317,33.19192208055305,,17.27440645950476,37.111836652539694,39.61163330078125,42.93390650327514,11.929401935346974,4.199429988861084,164.62595699397662,33.90558388027442,6.336087264200122,,25.430669762822106
2021-07-29,,62.71637707221799,42.76785558583785,17.983741114696244,9.581837070642141,22.295948411014823,,1.8406281323875053,,,4.384325330963727,9.056341814661693,39.38063228111206,29.570368437092153,17.75152966340802,,10.561377459233348,9.737307118103569,17.342745642147154,22.97936784197098,15.811978853665865,21.0878267851648,245.7596390335648,18.9831225345574,10.144171480939333,12.885263774469708,17.112815136338394,72.06976656836986,,132.76648120345357,26.497048901872713,,13.286295545311441,,43.183020259557146,18.230414100517027,1.426944198663168,8.808249915206192,33.91377643248955,,17.233734394852267,37.54058640365847,39.60192316228693,43.54110510170865,12.162268721817322,4.1419854164123535,172.35369500313095,33.9705568884835,6.3607748717175685,,27.02773665512884
2021-07-30,,57.971951687377505,42.56377706722338,17.957858049873494,9.421664853639241,21.93266567043903,,1.8578663423791124,,,4.429171958222581,9.048755820877776,39.32974434205081,28.714134411026315,16.4940967408837,,10.238442562594269,9.662507993985066,17.20717524138974,22.889088734235717,15.753367497370792,21.136777336627006,240.18662064163772,18.839662018036876,10.018406849680172,12.705016611648082,17.030618253446022,71.58676447723334,,131.06066267067027,26.354802046855966,,13.222523330833406,,43.317486195082076,18.152937426681437,1.4449389992390105,8.777854586607658,33.915202595904965,,17.759379878588614,37.574271785402765,39.29450850053267,43.52214060673097,12.468832131200188,4.140841007232666,174.86005011405652,34.091369319083114,6.139790545154721,,27.251741935017435
2021-08-02,,58.03972304075022,42.77040909747688,18.073332703966653,8.318948435228924,21.858960619928904,,1.8588434069130497,,,4.576110346351219,9.149267383202346,39.69423591038197,29.074335651441956,16.595664313726502,,10.209088278288887,9.694806664390903,17.1448076275033,22.983735268467637,15.786631657527042,20.318476895575117,233.6452484130859,19.19831223628692,10.085097355629083,12.770107736614696,16.094160301328923,61.47328151091364,,130.0640926182827,26.071395595239224,,13.202171377443396,,43.63814364658313,18.169690378432392,1.438454150811255,8.792251868536008,33.82221674121984,,18.45867988560027,25.908296680018914,38.95149369673295,25.892593821541208,12.477673780198064,4.138092994689941,180.57761155921995,24.616959778188964,5.55482437181924,,27.459155454179417
2021-08-03,,58.6452949337843,43.14795902797154,18.362017313920614,8.478685955668604,21.540279437459834,,1.8788534527642655,,,4.640362086919116,9.249775138443816,40.45090774854534,28.901134234293426,16.44573463299029,,10.289819169752667,9.839302670639174,17.375286979854383,23.439480922210546,15.902277139516977,20.61156368121484,230.37452697753903,19.648382130554456,10.222297131633963,13.045486493667648,16.34615700667726,62.215268666507626,,128.05308404369887,25.72934409732795,,13.521709468018573,,44.279458549585236,18.405387488594886,1.4656615958997696,8.857840979659317,34.10116734838051,,19.589757424324855,26.120255759398862,38.55023193359375,26.285083958360016,12.801923047776189,4.27060604095459,180.5954212450799,25.340643542551856,5.693665513480876,,27.672785452666748
2021-08-04,,58.44459666607687,42.27551051548549,18.193784143502516,8.376628787018532,21.000083001536392,,1.893150580606812,,,4.706446658747625,9.088580194347633,40.16724612510032,28.816479817897147,16.44331798704444,,9.776062540488665,8.962129576016316,16.931954683832156,23.6287616253672,15.772373492901142,20.510351339305338,227.286543669524,19.215189186664908,10.046033716913481,12.745070932937145,16.004824837602282,62.66717575888597,,123.86930946991822,25.49914454136057,,13.340569836475472,,44.45532037970725,18.225790957920573,1.4497009354021082,8.525094409917026,34.5646565446013,,19.270617739139546,25.41372376869167,38.26546408913352,25.625857368844454,12.598530558131683,4.243827819824219,180.8956699516937,25.041667202062776,5.6154557959138405,,27.693530801760033
2021-08-05,,58.81515662429224,40.72703925930724,18.135272484808787,8.531932742096657,22.229192189508357,,1.8942970815945714,,,4.689628926779289,9.13504259790965,40.07743480308863,28.436597925880942,16.269207755619743,,10.062298916354035,9.254520382501383,16.83705170203076,23.863190538106515,15.69474880511944,20.6842092522086,230.9592211688006,19.12798874824191,10.046988611282318,12.649940425514156,16.070559474197715,63.2656510913645,,127.23608284353095,25.67179746081855,,13.507463100645566,,44.95698735955056,18.469133904131905,1.448073732878609,8.557089863207516,34.55330057347074,,19.48181733128109,25.835501554325155,38.5178749778054,26.13265866138896,12.81076597687382,4.304248809814453,181.839699781578,25.705408910561722,5.665323034822001,,27.71841409809225
2021-08-06,,58.27421394374728,41.61989640216438,18.02731971668994,8.492736106695132,21.98018561905025,,1.8815054850706667,,,4.686286995358485,8.97953695879725,39.92475139195425,28.481875107625793,15.83636643704135,,10.128350777201131,9.358216682366566,16.84925037557157,24.13109728351018,15.52365229679988,20.481162198652868,231.43432052047163,18.849508336492395,9.913599465701626,12.725046489313458,16.026735438609855,62.36946397155295,,127.11934597692756,25.654429204571404,,13.656037536372649,,44.68546235159542,18.11939588221237,1.4440057265698611,8.470702971388029,34.147296198233285,,19.26436110763814,26.35362892668711,38.52434747869318,26.41083451568103,12.972890610662882,4.285940170288086,177.88804614816914,25.80336185923794,5.5483646573328445,,27.79930653496049
